svfn,ar,staerd,leiguverd,kaupverd,fasteignamat
7400,2022,110-150,190000,55000000,34450
7502,2020,70-79,90000,11000000,8890
8000,2011,60-69,72500,8700000,6610
8000,2011,70-79,78500,11800000,8000
8000,2011,80-89,80000,12100000,8420
8000,2011,90-99,80000,10000000,8510
8000,2011,100-109,120000,13900000,9505
8000,2011,110-150,105000,16625000,10700
8000,2012,60-69,100000,9400000,7460
8000,2012,70-79,100000,11700000,8620
8000,2012,80-89,92500,13300000,9570
8000,2012,90-99,105000,11900000,10050
8000,2012,100-109,135000,12250000,10750
8000,2012,110-150,117500,19000000,12515
8000,2013,50-59,95000,9000000,8480
8000,2013,60-69,100000,10000000,8870
8000,2013,80-89,120000,13500000,11450
8000,2013,90-99,102500,15000000,12000
8000,2013,100-109,120000,23300000,14000
8000,2013,110-150,115000,19550000,14700
8000,2014,50-59,86000,9500000,9410
8000,2014,60-69,92500,10800000,10000
8000,2014,70-79,115000,11400000,10300
8000,2014,80-89,115000,17350000,13600
8000,2014,90-99,112500,15350000,13175
8000,2014,100-109,140000,17000000,14550
8000,2014,110-150,110000,18000000,16050
8000,2015,50-59,86000,12000000,11050
8000,2015,60-69,110000,11500000,10825
8000,2015,70-79,130000,12800000,12575
8000,2015,80-89,115000,15250000,14000
8000,2015,90-99,110000,14350000,14225
8000,2015,100-109,140000,18750000,15500
8000,2015,110-150,130000,20000000,18350
8000,2016,60-69,90000,11900000,12275
8000,2016,70-79,130000,13000000,13000
8000,2016,80-89,122500,14900000,14825
8000,2016,90-99,120000,16375000,14250
8000,2016,100-109,140000,18000000,18175
8000,2016,110-150,125000,22175000,19075
8000,2017,60-69,110000,13450000,11600
8000,2017,70-79,130000,17000000,13200
8000,2017,80-89,130000,16500000,15150
8000,2017,90-99,122500,16800000,15750
8000,2017,100-109,130000,26000000,17500
8000,2017,110-150,125000,22500000,17500
8000,2018,50-59,97500,16000000,10400
8000,2018,60-69,120000,12650000,12500
8000,2018,70-79,150000,16550000,13325
8000,2018,80-89,132500,16500000,15600
8000,2018,90-99,135000,19600000,16075
8000,2018,100-109,145000,33750000,23925
8000,2018,110-150,130000,22500000,18350
8000,2019,50-59,111000,17300000,11500
8000,2019,60-69,120000,15000000,13400
8000,2019,70-79,120000,16500000,13600
8000,2019,80-89,135000,18000000,15850
8000,2019,90-99,142500,23600000,17350
8000,2019,100-109,160000,23200000,18250
8000,2019,110-150,200000,28500000,23675
8000,2020,50-59,117500,18000000,13450
8000,2020,60-69,115000,17400000,16050
8000,2020,70-79,150000,20850000,16900
8000,2020,80-89,135000,20000000,20250
8000,2020,90-99,140000,21250000,20400
8000,2020,100-109,140000,24500000,21350
8000,2020,110-150,150000,27000000,23650
8000,2021,60-69,127500,22750000,16850
8000,2021,70-79,150000,24550000,18150
8000,2021,80-89,145000,23700000,20200
8000,2021,90-99,160000,26350000,20850
8000,2021,100-109,165000,30900000,23725
8000,2021,110-150,182500,33100000,25250
8000,2022,60-69,135000,26000000,18150
8000,2022,80-89,135000,26000000,22650
8000,2022,100-109,145000,29950000,24100
8200,2011,50-59,70401.5,12877000,8980
8200,2011,60-69,75888,13547500,12950
8200,2011,70-79,85000,15750000,14475
8200,2011,80-89,90000,16000000,14700
8200,2011,90-99,85000,18700000,17275
8200,2011,100-109,92500,23500000,19750
8200,2012,50-59,66500,11239000,6910
8200,2012,60-69,80000,14689000,11350
8200,2012,70-79,90000,10643500,9795
8200,2012,80-89,90000,13510000,12100
8200,2012,90-99,95000,17053500,14275
8200,2012,110-150,115000,19787500,17775
8200,2013,60-69,90000,13702000,10350
8200,2013,70-79,90000,13575000,12175
8200,2013,80-89,95000,13800000,10700
8200,2013,90-99,102500,16100000,16125
8200,2013,100-109,100000,13300000,13900
8200,2014,60-69,90000,12200000,9980
8200,2014,70-79,102500,15700000,14500
8200,2014,80-89,100000,14851500,12700
8200,2014,90-99,110000,18300000,18550
8200,2014,100-109,134000,15400000,12600
8200,2014,110-150,149500,22102000,16300
8200,2015,50-59,82500,12264000,8770
8200,2015,60-69,95000,12791000,10375
8200,2015,70-79,112500,12900000,12350
8200,2015,80-89,110806,13000000,11400
8200,2015,90-99,115000,19950000,19150
8200,2015,100-109,138500,14000000,18650
8200,2015,110-150,153305,17950000,17325
8200,2016,50-59,95000,10863000,9190
8200,2016,60-69,120000,16000000,11400
8200,2016,70-79,125000,16650000,12150
8200,2016,80-89,132500,18800000,15400
8200,2016,90-99,125000,23250000,19775
8200,2016,100-109,149500,18625000,16025
8200,2016,110-150,155500,20000000,16300
8200,2017,50-59,120000,17350000,7940
8200,2017,60-69,123800,17000000,11400
8200,2017,70-79,140000,25990000,8200
8200,2017,80-89,155000,19900000,11650
8200,2017,90-99,140000,23500000,14900
8200,2017,100-109,161000,25800000,14050
8200,2017,110-150,169500,25250000,17275
8200,2018,50-59,120000,19650000,9910
8200,2018,60-69,130000,25800000,10740
8200,2018,70-79,149000,24500000,18800
8200,2018,80-89,150000,22800000,14500
8200,2018,90-99,160000,28250000,18275
8200,2018,100-109,174000,38800000,13200
8200,2018,110-150,181500,39500000,22850
8200,2019,50-59,140000,25400000,18950
8200,2019,60-69,150000,26100000,22650
8200,2019,70-79,154000,25250000,23775
8200,2019,80-89,170000,33900000,25125
8200,2019,90-99,180000,35200000,29500
8200,2019,100-109,180108.5,42600000,20450
8200,2019,110-150,186461,37900000,38200
8200,2020,50-59,140000,18750000,14450
8200,2020,60-69,165000,25850000,24750
8200,2020,70-79,160000,27200000,26300
8200,2020,80-89,170000,33500000,25600
8200,2020,90-99,190000,34700000,32500
8200,2020,100-109,182500,33750000,34000
8200,2020,110-150,186000,34000000,30300
8200,2021,50-59,150000,26800000,21250
8200,2021,60-69,160000,29500000,25050
8200,2021,70-79,170000,32500000,27050
8200,2021,80-89,178000,37400000,23600
8200,2021,90-99,180000,40900000,26050
8200,2021,100-109,190000,46900000,34100
8200,2021,110-150,200000,42250000,37200
8200,2022,60-69,170000,31900000,23250
8200,2022,70-79,177500,43500000,32300
8200,2022,80-89,210000,45250000,34525
8200,2022,90-99,220000,46900000,2300
8200,2022,100-109,200000,50450000,36600
8200,2022,110-150,210000,48200000,37150
8401,2011,70-79,80000,9730000,6940
8401,2011,80-89,76000,8500000,7020
8401,2012,80-89,80000,8950000,7790
8401,2012,90-99,90000,10975000,9070
8401,2013,60-69,80000,9000000,7630
8401,2013,70-79,90000,8000000,7430
8401,2013,80-89,95370,8000000,7840
8401,2013,90-99,92500,13792500,10800
8401,2014,50-59,76625,8000000,7070
8401,2014,60-69,85000,13500000,8520
8401,2014,70-79,87500,14900000,10050
8401,2014,80-89,90450,14900000,10450
8401,2014,100-109,107500,12800000,9410
8401,2015,50-59,71177,9000000,7490
8401,2015,60-69,75000,11700000,7130
8401,2015,70-79,86610,13600000,10600
8401,2016,50-59,110000,11500000,8220
8401,2016,60-69,85000,8417000,7430
8401,2016,80-89,110000,12650000,11525
8401,2017,60-69,110000,16000000,9600
8401,2017,70-79,75000,22000000,14050
8401,2017,90-99,98953,25000000,15725
8401,2017,100-109,125000,22375000,17050
8401,2018,60-69,75299,17300000,11450
8401,2018,100-109,153754,25850000,17850
8401,2019,50-59,77870,15950000,13325
8401,2019,60-69,117500,18000000,13875
8401,2019,80-89,95000,22200000,17225
8401,2020,50-59,125000,7490000,7490
8401,2020,60-69,142500,18950000,17650
8401,2020,70-79,150000,22000000,18700
8401,2020,80-89,167500,26000000,23100
8401,2020,110-150,175000,22290000,16000
8401,2021,50-59,106105,17500000,18200
8401,2021,60-69,140000,32000000,24350
8401,2021,80-89,150000,27750000,21075
8401,2021,100-109,182500,33800000,26150
8401,2021,110-150,150000,26000000,25500
8401,2022,80-89,160000,22350000,20675
8508,2017,80-89,145000,23000000,13800
8613,2021,90-99,150000,37000000,25350
8614,2013,60-69,75000,11000000,8090
8614,2014,60-69,75000,11300000,9400
8614,2015,70-79,75000,11000000,8660
8614,2016,80-89,140000,9500000,11600
8614,2020,60-69,128544,15150000,14750
8614,2021,70-79,148038,19325000,16400
8614,2022,60-69,139500,21000000,16100
8716,2013,70-79,90000,11700000,12650
8716,2014,60-69,70670,9450000,10750
8716,2014,80-89,112500,16500000,16150
8716,2015,80-89,105000,16600000,13850
8716,2015,100-109,103038,15750000,16775
8716,2016,60-69,150000,13550000,11425
8716,2016,90-99,140500,22500000,18425
8716,2017,90-99,149500,27750000,16450
8716,2018,50-59,91500,14250000,11100
8716,2018,70-79,100000,19500000,13475
8716,2018,90-99,180000,30750000,19550
8716,2018,110-150,185000,36342500,23375
8716,2019,50-59,111500,18000000,15200
8716,2019,70-79,170000,30400000,20500
8716,2019,80-89,150000,28000000,22600
8716,2019,90-99,177500,30000000,21550
8716,2019,110-150,185000,32000000,36900
8716,2020,50-59,125000,21050000,15625
8716,2020,60-69,130000,30000000,27700
8716,2020,70-79,160000,33800000,32000
8716,2020,90-99,185000,32950000,27550
8716,2021,50-59,125000,34300000,10377.5
8716,2021,60-69,150000,34700000,13550
8716,2021,70-79,170000,40700000,31575
8716,2021,80-89,162500,46000000,1995
8716,2021,90-99,200000,39200000,35825
8716,2021,100-109,235000,48200000,18000
8716,2022,50-59,84350,33900000,19950
8716,2022,60-69,167500,37200000,21850
8716,2022,70-79,220000,43950000,29250
8717,2011,70-79,77500,13550000,10110
8717,2013,110-150,130000,15950000,19375
8717,2014,60-69,91000,9000000,11450
8717,2015,70-79,115000,11341000,10055
8717,2016,60-69,97500,13379000,9290
8717,2016,70-79,119000,10950000,10850
8717,2017,60-69,106050,10900000,9820
8717,2017,70-79,125000,13455000,11575
8717,2018,60-69,110000,15200000,10000
8717,2018,70-79,135000,17100000,10600
8717,2018,80-89,120000,18500000,12150
8717,2019,50-59,115000,14800000,6570
8717,2019,70-79,155500,17500000,11800
8717,2019,80-89,160000,16500000,13450
8717,2020,60-69,130000,21350000,11575
8717,2020,70-79,120050,22750000,17800
8717,2020,80-89,144500,25300000,10025
8717,2021,50-59,165000,20000000,16850
8717,2021,60-69,147500,23450000,14875
8717,2021,70-79,125500,22400000,18325
8717,2021,80-89,80000,35000000,10550
8717,2022,60-69,162250,26000000,18800
8721,2020,60-69,120000,22450000,15900
8721,2021,60-69,107500,22500000,16450
